Code,EN,CN,Level
392311,Gravure Printing Machinist,凹版印刷机械师,S
392311,Label Printing Machinist,标签印刷技工,S
392311,Letterpress Printing Machinist,凸版印刷技工,S
392311,Lithographic Printing Machinist,平版印刷技工,S
392311,Reel Fed Printer,卷美联储打印机,S
392311,Sheet Fed Printer,单张纸打印机,S
392312,Small Offset Printer,小胶印机,P
392312,Instant Printer Operator,即时打印机操作员,A
392312,Digital Printer,数码打印机,S
393111,Canvas Goods Fabricator,帆布制品加工厂,P
393111,Canvas Goods Maker,帆布制品制造商,A
393112,Leather Goods Maker,皮革制品制造商,P
393112,Saddler,萨德勒,S
393113,Sail Maker,赛欧厂商,P
393114,Shoemaker,鞋匠,P
393114,Medical Grade Shoemaker,医疗级鞋匠,S
393114,Shoe Repairer,鞋修理工,S
393211,Apparel Cutter,服装切割机,P
393212,Clothing Patternmaker,服装Patternmaker,P
393212,Pattern Grader (Clothing),平地机模式（服装）,S
393212,Patternmaker-Grader,Patternmaker -平地机,S
393213,Dressmaker or Tailor,裁缝或裁缝,P
393213,Costume Maker,服装制造商,S
393213,Wardrobe Assistant,衣柜助理,S
393213,Wardrobe Coordinator,衣柜协调员,S
393299,Clothing Trades Workers nec,制衣业职工制造业,P
393299,Milliner,女帽,N
393311,Upholsterer,室内装潢,P
393311,Furniture Upholsterer,家具室内装潢,S
393311,Mattress Maker,床垫制造商,S
394111,Cabinetmaker,细木工,P
394111,Antique Furniture Reproducer,仿古家具复制者,S
394111,Antique Furniture Restorer,仿古家具恢复,S
394111,Chair and Couch Maker,椅子和沙发制造商,S
394111,Coffin Maker,棺材制造商,S
394211,Furniture Finisher,家具装订,P
394211,French Polisher,法国抛光机,S
394212,Picture Framer,图片成帧器,P
394213,Wood Machinist,木机械师,P
394213,Automatic Profile Sander Operator,自动配置文件桑德操作,S
394213,Copy Lathe Operator,复制车床操作员,S
394213,Edge Bander Operator,封边机操作员,S
394213,Jigmaker (Wood),Jigmaker （伍德）,S
394213,Panel Saw Operator,裁板锯操作,S
394213,Woodworking Machine Setter,木工机械二传手,S
394214,Wood Turner,木特纳,P
394299,Wood Machinists and Other Wood Trades Workers nec,木机械师和其他木材业职工制造业,P
394299,Cane Furniture Maker,藤家具制造商,N
394299,Cooper,库珀,N
394299,Wood Model Maker,木模型制作,N
399111,Boat Builder and Repairer,船艇制造商及维修,P
399111,Composite Boat Builder,复合材料船艇制造商,S
399111,Rigger (Boat),索具（船）,S
399111,Sparmaker,Sparmaker,S
399111,Wooden Boat Builder,木船生成器,S
399111,Yacht Builder,游艇建造商,S
399112,Shipwright,船匠,P
399112,Loftsman/woman (Marine),Loftsman /女性（海洋）,S
399112,Ship's Carpenter,船上的木匠,S
399211,Chemical Plant Operator,化工机械操作工,P
399211,Chemicals Distiller,化工蒸馏器,S
399211,Chemicals Fermentation Operator,化工发酵操作,S
399211,Industrial Gas Production Operator,工业气体生产操作员,S
399211,Paint Maker,油漆制造商,S
399211,Pharmaceutical Plant Operator,制药机械操作工,S
399211,Pilot Plant Operator,试验工厂操作员,S
399212,Gas or Petroleum Operator,天然气或石油运营商,P
399212,Oil and Gas Well Treatment Operator,石油和天然气井处理操作,A
399212,"Oil, Gas and Pipe Tester",石油，天然气和管道测试仪,A
399212,Petroleum and Gas Refining and Pumping Operator,石油与天然气的炼制和泵送操作,A
399212,Gas Compressor Turbine Operator,气体压缩机涡轮机操作,S
399212,Petroleum Blending Plant Operator,石油混合机械操作工,S
399212,Petroleum Terminal Plant Operator,石油码头机械操作工,S
399212,Refinery Pipeline Operator,炼油厂管道运算符,S
399213,Power Generation Plant Operator,发电厂操作员,P
399213,Hydro-electric Station Operator,水力发电站操作员,S
399213,Power Generation Turbine Room Operator,发电涡轮机房操作员,S
399311,Gallery or Museum Technician,画廊或博物馆技术员,P
399311,Taxidermist,动物标本制作,S
399312,Library Technician,图书馆技术员,P
399411,Jeweller,珠宝商,P
399411,Diamond Cutter,金刚石刀具,S
399411,Faceter,Faceter,S
399411,Gem Setter,宝石二传手,S
399411,Goldsmith,金匠,S
399411,Lapidary,宝石,S
399411,Opal Polisher,欧泊抛光机,S
399411,Ring Maker,环机,S
399411,Silversmith,银匠,S
399511,Broadcast Transmitter Operator,广播发射机操作,P
399512,"Camera Operator (Film, Television or Video)",摄像机操作（电影，电视或视频）,P
399512,Focus Puller (Film),摄影助理（电影）,S
399513,Light Technician,光技术员,P
399514,Make Up Artist,化妆师,P
399515,Musical Instrument Maker or Repairer,乐器制造商或修理工,P
399515,Piano Tuner,钢琴调音师,S
399516,Sound Technician,音响技术员,P
399516,Audio Operator,音频运算符,S
399516,Dubbing Machine Operator,复录机操作员,S
399516,Foley Artist,弗利艺术家,S
399516,Re-recording Mixer,重新录制调音台,S
399516,Sound Editor,声音编辑器,S
399516,Sound Effects Person,音效人,S
399516,Sound Mixer,调音台,S
399516,Sound Recordist,录音,S
399516,Video and Sound Recorder,视频和录音机,S
399517,Television Equipment Operator,电视设备操作工,P
399517,Vision Mixer,视觉搅拌机,S
399599,Performing Arts Technicians nec,演艺技术员制造业,P
399599,Continuity Person,延续性人,N
399599,Microphone Boom Operator,麦克风收音,N
399599,Performing Arts Road Manager,演艺路经理,N
399599,Special Effects Person,特殊效果人,N
399599,Theatrical Dresser,戏剧德莱,N
399611,Signwriter,Signwriter,P
399611,Sign Manufacturer,制造商的标志,S
399911,Diver,潜水员,P
399911,Abalone Diver,鲍鱼潜水员,S
399911,Clearance Diver (Navy),间隙潜水员（海军）,S
399911,Fisheries Diver,渔业潜水员,S
399911,Hyperbaric Welder Diver,高压焊工潜水员,S
399911,Offshore Diver,海洋潜水员,S
399911,Onshore Diver,陆上潜水员,S
399911,Pearl Diver,珍珠潜水员,S
399911,Saturation Diver,饱和潜水员,S
399911,Scientific Diver,科学潜水员,S
399912,Interior Decorator,室内装饰,P
399913,Dispensing Optician (NZ),配镜师（ NZ ）,P
399913,Optical Dispenser (Aus),光分配器（AUS）,P
399914,Optical Mechanic,光学机械,P
399915,Photographer's Assistant,摄影师的助理,P
399916,Plastics Technician,塑料技术员,P
399916,Plastics Fitter,塑料钳工,A
399917,Wool Classer,羊毛分级,P
399918,Fire Protection Equipment Technician,消防设备技术员,P
399918,Fire Extinguisher Technician,灭火器技术员,S
399999,Technicians and Trades Workers nec,技术人员和业职工NEC,P
399999,Airborne Electronics Analyst (Air Force),机载电子分析师（空军）,N
399999,Architectural Model Maker,建筑模型制作,N
399999,Canoe Maker,独木舟机,N
399999,Coffee Machine Technician,咖啡机技术员,N
399999,Fibre Composite Technician,光纤复合技术员,N
399999,Glass Blower,玻璃钢风机,N
399999,Hide and Skin Classer,隐藏和皮肤分级员,N
399999,Irrigation Designer,灌溉设计,N
399999,Kayak Maker,独木舟机,N
399999,Milking Machine Technician,挤奶机技术员,N
399999,Parachute Rigger,降落伞索具,N
399999,Pearl Technician,珍珠技术员,N
399999,Pyrotechnician,烟火师,N
399999,Ski Technician,滑雪技术员,N
399999,Surfboard Maker ,冲浪板制造商,N
411111,Ambulance Officer,救护主任,P
411111,Paramedic (Aus),护理人员（AUS）,A
411111,Patient Transport Officer (Aus),病人运输主任（澳大利亚）,S
411112,Ambulance Paramedic (NZ),救护车护理人员（ NZ ）,P
411112,Intensive Care Ambulance Paramedic (Aus),重症监护救护车护理人员（澳大利亚）,P
411211,Dental Hygienist,牙齿卫生员,P
411212,Dental Prosthetist,牙科义肢,P
411212,Clinical Dental Technician,临床牙科技术员,A
411213,Dental Technician,牙科技师,P
411213,Dental Laboratory Assistant,牙科实验室助理,S
411214,Dental Therapist,牙科治疗师,P
411214,Oral Health Therapist,口腔保健治疗师,S
411311,Diversional Therapist,Diversional治疗师,P
411311,Recreational Therapist,娱乐治疗师,A
411311,Activities Coordinator,活动协调员,S
411311,Activities Officer,活动官,S
411411,Enrolled Nurse,登记护士,P
411411,Nursing Assistant (NZ),护士助理（ NZ ）,A
411411,Medical Assistant (Defence),医疗助理（国防）,S
411412,Mothercraft Nurse,Mothercraft护士,P
411511,Aboriginal and Torres Strait Islander Health Worker,土著和托雷斯海峡岛民保健员,P
411512,Kaiawhina (Hauora) (Maori Health Assistant),Kaiawhina （ Hauora ） （毛利人的健康助理）,P
411611,Massage Therapist,按摩治疗师,P
411611,Chinese (Tui-Na) Masseur,中国（推拿）按摩师,S
411611,Remedial Masseur,补救按摩师,S
411611,Shiatsu Therapist,指压治疗师,S
411611,Sports Medicine Masseur,运动医学按摩师,S
411611,Thai Masseur,泰国按摩师,S
411711,Community Worker,社区工作者,P
411711,Community Development Officer,社区发展主任,S
411711,Community Support Worker,社区支持工作者,S
411711,Housing Officer,房屋事务主任,S
411712,Disabilities Services Officer,残疾人服务主任,P
411713,Family Support Worker,家庭支持工作者,P
411714,Parole or Probation Officer,假释或缓刑官,P
411715,Residential Care Officer,院舍照顾员,P
411716,Youth Worker,青年工人,P
411716,Youth Officer,青年官,A
411716,Youth Support Worker,青年工人支持,A
411716,Juvenile Justice Officer,少年司法官员,S
411716,Youth Accommodation Support Worker,青年住宿服务支持工作人员,S
411716,Youth Liaison Officer,青年联络官,S
421111,Child Care Worker,幼儿工作员,P
421111,Child Care Aide,幼儿助手,A
421111,Child Care Group Leader (Aus),幼儿组组长（澳大利亚）,S
421111,Children's Nursery Assistant,儿童的幼儿园助理,S
421111,Creche Attendant,托儿所助理,S
421111,Early Childhood Worker,幼儿教育工作者,S
421112,Family Day Care Worker,家庭日护理员,P
421112,Family Day Carer,家庭照顾者日,A
421113,Nanny,保姆,P
421114,Out of School Hours Care Worker,校外时间的护理员,P
422111,Aboriginal and Torres Strait Islander Education Worker,土著居民和托雷斯海峡岛民教育工作者,P
422111,Aboriginal Education Worker Coordinator,原住民教育工作者协调员,S
422111,Aboriginal Home-School Liaison Officer,原住民家庭与学校联络主任,S
422112,Integration Aide,整合助手,P
422113,Kaiawhina Kohanga Reo (Maori Language Nest Assistant),Kaiawhina Kohanga雷奥（毛利人的语言巢助理）,P
422114,Kaiawhina Kura Kaupapa Maori (Maori-medium School Assistant),Kaiawhina库拉Kaupapa毛利（毛利 - 中等学校助理）,P
422115,Preschool Aide,学龄前助手,P
422115,Kindergarten Assistant,幼儿园助理,S
422116,Teachers' Aide,教师助理,P
422116,School Services Officer,学校服务主任,S
422116,Student Liaison Officer,学生联络官,S
422116,Teachers' Assistant,教师助理,S
423111,Aged or Disabled Carer,老年人或残疾人士照顾者,P
423111,Aged or Disabled Care Worker,老年人或残疾人护理员,A
423111,Personal Care Worker,起居照顾员,A
423111,Personal Carer,个人照顾者,A
423211,Dental Assistant,牙医助理,P
423211,Dental Chairside Assistant,牙科椅旁助手,A
423211,Dental Nurse,牙科护士,A
423311,Hospital Orderly,医院有序,P
423311,Patient Services Assistant,病人服务助理,A
423311,Wardsperson,Wardsperson,A
423312,Nursing Support Worker,护理支持工人,P
423312,Assistant in Nursing,助理护理,A
423312,Nurses' Aide (NZ),护士助理（ NZ ）,A
423312,Paramedical Aide,辅助助手,S
423313,Personal Care Assistant,个人护理助理,P
423314,Therapy Aide,治疗助手,P
423314,Therapist's Assistant,治疗师助理,A
423314,Diversional Therapist's Assistant,Diversional治疗师助理,S
423314,Occupational Therapist's Assistant,职业治疗师助理,S
423314,Physiotherapist's Assistant,物理治疗师助理,S
423411,Child or Youth Residential Care Assistant,儿童或青少年院舍助理,P
423412,Hostel Parent,家长青年旅舍,P
423412,House Parent,父母的房子,A
423413,Refuge Worker,庇护工,P
431111,Bar Attendant,酒吧服务员,P
431111,Bar Steward,酒吧管家,A
431112,Barista,咖啡师,P
431211,Cafe Worker,咖啡工人,P
431211,Cafe Assistant,咖啡厅助理,A
431211,Cafe Attendant,咖啡厅服务员,A
431211,Canteen Attendant,食堂服务员,S
431311,Gaming Worker,博彩工人,P
431311,Croupier,赌场上的总管人,A
431311,Casino Gaming Inspector,娱乐场博彩督察,S
431311,Gaming Pit Boss,游戏坑老板,S
431411,Hotel Service Manager,酒店服务经理,P
431411,Hotel Service Supervisor,酒店服务主管,A
431411,Front Office Manager (Hotel),前台经理（酒店）,S
431411,Head Housekeeper,头管家,S
431411,Head Porter (Hotel),HEAD PORTER （酒店）,S
431411,Hotel Concierge,酒店礼宾部,S
431411,Hotel Office Manager,酒店办公室经理,S
431511,Waiter,服务员,P
431511,Food and Beverage Attendant,食品和饮料服务员,A
431511,Drink Waiter,喝服务员,S
431511,Formal Service Waiter,正式服务侍应生,S
431511,Silver Service Waiter,银服务侍应生,S
431511,Sommelier,侍酒师,S
431511,Wine Steward,酒管家,S
431911,Bar Useful or Busser,酒吧有用或布瑟,P
431911,Bar Back,酒吧回,A
431911,Glassie,Glassie,A
431912,Doorperson or Luggage Porter,Doorperson或行李搬运工,P
431999,Hospitality Workers nec,招待费工人NEC,P
431999,Cellar Hand (Hotel),酒窖手（酒店）,N
431999,Uniform Room Attendant,制服客房服务员,N
441111,Defence Force Member - Other Ranks,国防军成员 - 其他职级,P
441111,Acoustic Warfare Analyst (Navy),水声对抗分析师（海军）,S
441111,Air Dispatcher (Army),航空调度员（陆军）,S
441111,Air Surveillance Operator (Air Force),空中监视操作员（空军）,S
441111,Aircraft Life Support Fitter (Air Force),飞机生命支持钳工（空军）,S
441111,Aircraft Life Support Fitter (Army),飞机生命支持钳工（陆军）,S
441111,Aircrewman (Navy),空勤员（海军）,S
441111,Airfield Defence Guard (Air Force),机场防卫自卫队（空军）,S
441111,Boatswains Mate (Navy),水手长伴侣（海军）,S
441111,Combat Engineer (Army),战斗工程师（陆军）,S
441111,Combat Systems Operator (Navy),战斗系统操作员（海军）,S
441111,Combat Systems Operator Mine Warfare (Navy),作战系统操作员水雷战（海军）,S
441111,Commando (Army),突击队（陆军）,S
441111,Crewman Armoured Personnel Carrier M113 (Army),船员装甲运兵车M113 （陆军）,S
441111,Crewman Australian Light Armoured Vehicle (ASLAV) (Army),船员澳大利亚轻型装甲车（ ASLAV ） （陆军）,S
441111,Crewman Main Battle Tank (Army),船员主战坦克（陆军）,S
441111,Electronic Warfare - Linguist (Navy),电子战 - 语言学家（海军）,S
441111,Electronic Warfare - Technical (Navy),电子战 - 技术（海军）,S
441111,Geospatial Imagery Intelligence Analyst (Air Force),地理空间影像情报分析员（空军）,S
441111,Ground Crewman Mission Support (Army),地面空勤任务支持（陆军）,S
441111,Gun Number (Army),枪号（陆军）,S
441111,Marine Specialist (Army),海洋专家（陆军）,S
441111,Naval Police Coxswain (Navy),海军警察舵手（海军）,S
441111,Operator Artillery Meteorology and Surveyor (Army),运营商炮兵气象和测量师（军）,S
441111,Operator Electronic Warfare (Army),操作者电子战（陆军）,S
441111,Operator Ground Based Air Defence (Army),运营商陆基防空（陆军）,S
441111,Operator Weapon Locating Radar (Army),操作者武器定位雷达（陆军）,S
441111,Rifleman (Army),步枪兵（军）,S
441111,Security Police (Air Force),保安警察（空军）,S
441111,Signal Operator Linguist (Air Force),信号操作语言学家（空军）,S
441111,Signal Operator Technical (Air Force),信号操作技术（空军）,S
441211,Emergency Service Worker,紧急服务工作者,P
441211,Emergency Response Officer,应急人员,A
441211,Industrial Paramedic,工业护理人员,S
441212,Fire Fighter,消防战士,P
441212,Fire Engineer (Army),消防工程师（陆军）,S
441212,Fire Prevention Officer,消防官,S
441212,Leading Firefighter,领先的消防员,S
441311,Detective,侦探,P
441311,Detective Sergeant,侦缉警长,S
441311,Plain Clothes Police Officer,便衣警官,S
441312,Police Officer,警官,P
441312,Bomb Squad Officer,炸弹队官,S
441312,Mounted Police Officer,骑警总监,S
441312,Search and Rescue Officer,搜索和救援人员,S
441312,Tactical Response Group Officer,机动应变组主任,S
442111,Prison Officer,监狱官,P
442111,Corrections Officer (NZ),更正主任（ NZ ）,A
442111,Correctional Officer (Aus),惩教主任（澳大利亚）,A
442111,Custodial Officer,监护官,S
442211,"Alarm, Security or Surveillance Monitor",报警器，防盗或监视设备,P
442212,Armoured Car Escort,装甲车护送,P
442213,Crowd Controller,人群控制器,P
442213,Bouncer,保镖,A
442214,Private Investigator,私家侦探,P
442214,Private Inquiry Agent,私人咨询代理,A
442215,Retail Loss Prevention Officer,零售业防损员,P
442216,Security Consultant,安全顾问,P
442217,Security Officer,保安员,P
442217,Security Guard,警卫,A
442217,Mobile Patrol Officer,移动巡警,S
442217,Railway Patrol Officer,铁路巡警,S
442299,Security Officers and Guards nec,安全官员和警卫制造业,P
442299,Bodyguard,保镖,N
451111,Beauty Therapist,美容师,P
451111,Electrologist (Hair Remover),Electrologist （脱毛器）,S
451111,Manicurist,美甲师,S
451111,Nail Technician,美甲师,S
451211,Driving Instructor,驾驶教练,P
451211,Motorcycle Riding Instructor,骑摩托车导师,S
451311,Funeral Director,殡仪馆主任,P
451311,Mortician,入殓师,A
451311,Undertaker,殡仪馆,A
451399,Funeral Workers nec,殡葬工人NEC,P
451399,Embalmer,藏尸,N
451399,Funeral Director's Assistant,殡仪馆主任助理,N
451411,Gallery or Museum Guide,画廊或博物馆指南,P
451411,Gallery or Museum Attendant,画廊或博物馆助理,A
451412,Tour Guide,旅游指南,P
451412,Tour Escort,领队,A
451412,Tour Leader,领队,A
451412,Regional Guide,区域指南,S
451511,Natural Remedy Consultant,自然疗法顾问,P
451511,Aromatherapist,芳疗师,S
451511,Holistic Pulser,整体脉冲发生器,S
451511,Iridologist,Iridologist,S
451511,Kinesiologist,Kinesiologist,S
451511,Reflexologist,脚底按摩,S
451512,Weight Loss Consultant,减肥顾问,P
451513,Herbalist (Western),草药师（西药）,P
451611,Tourist Information Officer,旅游信息官,P
451611,Tourist Adviser,旅游顾问,A
451612,Travel Consultant,旅游顾问,P
451612,Travel Agent,旅行社,A
451612,Business Travel Consultant,商务旅游顾问,S
451612,Domestic Travel Consultant,国内旅游顾问,S
451612,International Travel Consultant,国际旅游顾问,S
451711,Flight Attendant,乘务员,P
451711,Cabin Crew,空乘,A
451711,Cabin Supervisor (Aircraft),客舱主管（飞机）,S
451711,Crew Attendant (Air Force),剧组助理（空军）,S
451799,Travel Attendants nec,旅游服务员NEC,P
451799,Marine Steward,海洋管家,N
451811,Civil Celebrant,婚姻监礼人,P
451812,Hair or Beauty Salon Assistant,头发或美容美发助理,P
451813,Sex Worker or Escort,性工作者或护航,P
451813,Prostitute,妓女,A
451813,Dominatrix,母夜叉,S
451813,Telephone Sex Worker,电话性工作者,S
451814,Body Artist,身体上的艺术家,P
451814,Body Piercer,身体穿孔,S
451814,Tattooist,纹身,S
451815,First Aid Trainer,急救训练师,P
451815,First Aid Instructor,急救导师,A
451816,Religious Assistant,宗教助理,P
451816,Pastoral Worker,田园工人,S
451899,Personal Service Workers nec,个人服务工人NEC,P
451899,Astrologer,占星家,N
451899,Bus Escort,巴士护航,N
451899,Butler,男管家,N
451899,Dog Walker,狗沃克,N
451899,First Aid Officer,急救人员,N
451899,Horse Racing Analyst,赛马分析师,N
452111,Fitness Instructor,健身教练,P
452111,Aerobics Instructor,健美操指导员,S
452111,Gym Instructor,体育教师,S
452111,Physical Fitness Trainer,体能教练,S
452211,Bungy Jump Master,笨猪跳主,P
452212,Fishing Guide,钓鱼指南,P
452212,Fly Fishing Guide,飞钓指南,S
452212,Ocean Fishing Guide,海洋钓鱼指南,S
452213,Hunting Guide,狩猎指南,P
452214,Mountain or Glacier Guide,山区或冰川指南,P
452214,Climbing Guide,登山指南,S
452214,Ski Guide,滑雪指南,S
452215,Outdoor Adventure Instructor,户外探险导师,P
452215,Outdoor Adventure Leader,户外探险领袖,A
452215,Abseiling Instructor,绳降导师,S
452215,Adventure Challenge Instructor,冒险挑战导师,S
452215,Hang-gliding Instructor,悬挂式滑翔教练,S
452215,Outdoor Education Teacher,户外教育教师,S
452215,Outdoor Pursuits Instructor,户外活动导师,S
452215,Paragliding Instructor,滑翔伞教练,S
452215,Rock Climbing Instructor,攀岩教练,S
452216,Trekking Guide,徒步指南,P
452216,Bushwalking Guide,丛林徒步旅行指南,A
452217,Whitewater Rafting Guide,泛舟指南,P
452299,Outdoor Adventure Guides nec,户外探险指南NEC,P
452299,Caving Guide,探洞指南,N
452299,Cycle Touring Guide,循环旅游指南,N
452299,Horse Trekking Guide,骑马旅行指南,N
452299,Sea Kayaking Guide,海上独木舟指南,N
452299,Skydiving Instructor,跳伞教练,N
452311,Diving Instructor (Open Water),潜水教练（开放水域）,P
452311,Dive Master,潜水大师,S
452311,Scuba Instructor,潜水教练,S
452311,Snorkelling Instructor,浮潜指导员,S
452311,Surface Supply Breathing Apparatus (SSBA) Instructor,表面供应呼吸器（ SSBA ）讲师,S
452312,Gymnastics Coach or Instructor,体操教练或导师,P
452312,Callisthenics Instructor,健美操指导员,S
452312,Rhythmic Gymnastics Coach,艺术体操教练,S
452313,Horse Riding Coach or Instructor,骑马教练或导师,P
452313,Dressage Instructor,盛装舞步教练,S
452313,Polo Coach,马球教练,S
452313,Show Jumping Instructor,马术教练,S
452314,Snowsport Instructor,Snowsport导师,P
452314,Skiing Instructor,滑雪指导员,S
452314,Snowboarding Instructor,滑雪教练,S
452315,Swimming Coach or Instructor,游泳教练或导师,P
452315,Diving Coach,潜水教练,S
452315,Learn to Swim Instructor,学会游泳教练,S
452316,Tennis Coach,网球教练,P
452317,Other Sports Coach or Instructor,其他体育教练或指导员,P
452317,Basketball Coach,篮球教练,S
452317,Cricket Coach,板球教练,S
452317,Football Coach,足球教练,S
452317,Sports Trainer,体育教练,S
452317,Windsurfing Instructor,滑浪风帆教练,S
452318,Dog or Horse Racing Official,狗或赛马官方,P
452318,Race Steward,赛管家,A
452318,Handicapper (Racing),差点（赛车）,S
452321,Sports Development Officer,体育发展主任,P
452322,Sports Umpire,体育裁判,P
452322,Referee,裁判,A
452322,Linesperson (Sport),Linesperson （体育）,S
452323,Other Sports Official,其他体育官方,P
452323,Timekeeper (Sports),计时器（体育）,S
452411,Footballer,足球运动员,P
452411,Australian Rules Footballer,澳式足球,S
452411,Rugby League Footballer,英式橄榄球联赛足球,S
452411,Rugby Union Footballer,英式橄榄球联盟足球,S
452411,Soccer Player,足球运动员,S
452412,Golfer,高尔夫,P
452413,Jockey,骑师,P
452413,Apprentice Jockey,见习骑师,S
452413,Steeplechase Jockey,障碍赛骑师,S
452414,Lifeguard,救生员,P
452499,Sportspersons nec,Sportspersons NEC,P
452499,Athlete,运动员,N
452499,Cricketer,玩板球者,N
452499,Cyclist,骑单车,N
452499,Racing Driver,赛车手,N
452499,Surfer,冲浪,N
452499,Tennis Player,网球运动员,N
511111,Contract Administrator,合同管理员,P
511111,Contract Officer,合同官,A
511112,Program or Project Administrator,计划或项目管理员,P
511112,Project Coordinator,项目协调员,A
512111,Office Manager,办公室经理,P
512211,Health Practice Manager,健康管理的实践,P
512211,Chiropractic Practice Manager,捏脊业务经理,S
512211,Dental Practice Manager,牙科实践管理,S
512211,Medical Practice Manager,医学实践管理,S
512211,Physiotherapy Practice Manager,物理治疗实习经理,S
512299,Practice Managers nec,实践经理NEC,P
512299,Accounting Practice Manager,会计实务经理,N
512299,Architectural Practice Manager,建筑业务经理,N
512299,Legal Practice Manager,法律实务管理,N
512299,Veterinary Practice Manager,兽医业务经理,N
521111,Personal Assistant,个人助理,P
521211,Secretary (General),秘书（一般）,P
521212,Legal Secretary,法律秘书,P
531111,General Clerk,文员,P
532111,Data Entry Operator,数据录入员,P
532111,Data Processing Operator,数据处理操作员,A
532112,Machine Shorthand Reporter,机械速记记者,P
532112,Braille Transcriber,盲文手写板,S
532112,Court Reporter,记者苑,S
532112,Hansard Reporter,议事录记者,S
532112,Realtime Reporter,实时记者,S
532112,Stenocaptioner,Stenocaptioner,S
532113,Word Processing Operator,文字处理操作员,P
532113,Typist,打字员,A
541111,Call or Contact Centre Team Leader,请致电或联系中心组长,P
541111,Call Centre Supervisor,呼叫中心主管,A
541111,Contact Centre Supervisor,联络中心主管,A
541111,Call or Contact Centre Coach,请致电或联系中心教练,S
541111,Call or Contact Centre Workforce Planner,请致电或联系中心人力规划,S
541112,Call or Contact Centre Operator,请致电或联系中心操作员,P
541211,Information Officer,新闻主任,P
542111,Receptionist (General),接待员（一般）,P
542112,Admissions Clerk,招生文员,P
542112,Hospital Ward Clerk,医院病房文员,A
542113,Hotel or Motel Receptionist,酒店或汽车旅馆接待员,P
542114,Medical Receptionist,医疗接待员,P
551111,Accounts Clerk,会计文员,P
551111,Accounts Payable or Receivable Clerk,应付帐款或应收帐款文员,A
551111,Audit Clerk,审核员,S
551111,Investment Accounting Clerk,投资会计文员,S
551112,Cost Clerk,成本文员,P
551211,Bookkeeper,记帐员,P
551211,Financial Administration Officer,财务管理总监,S
551311,Payroll Clerk,薪资文员,P
551311,Pay Clerk,收费员,A
551311,Payroll Officer,薪金干事,A
552111,Bank Worker,银行职员,P
552211,Credit or Loans Officer (Aus),信用卡或贷款主任（澳大利亚）,P
552211,Finance Clerk (NZ),财务文员（ NZ ）,P
552211,Lending Consultant,贷款顾问,A
552211,Loans Consultant,贷款顾问,A
552211,Loans Officer,贷款专员,A
552311,Bookmaker,博彩,P
552312,Insurance Consultant,保险顾问,P
552312,Insurance Clerk,保险文员,A
552312,Health Insurance Assessor,健康保险评估员,S
552312,Superannuation Clerk,退休文员,S
552313,Money Market Clerk,货币市场文员,P
552313,Scrip Clerk (Stockbroking),以股代息书记（股票）,A
552313,Securities Clerk,证券文员,A
552314,Statistical Clerk,统计文员,P
552314,Actuarial Clerk,精算文员,S
561111,Betting Agency Counter Clerk,博彩公司柜台文员,P
561112,Bookmaker's Clerk,博彩公司的文员,P
561112,Penciller,Penciller,A
561112,Bagman/woman (Aus),巴格曼/女性（AUS）,S
561113,Telephone Betting Clerk,电话投注员,P
561199,Betting Clerks nec,博彩办事员NEC,P
561199,Bingo Caller,宾果来电,N
561199,Keno Terminal Operator,基诺终端机操作员,N
561211,Courier,信使,P
561211,Bicycle Courier,自行车快递,S
561211,Motorbike Courier,摩托车快递,S
561211,Parcel Contractor,包裹承包商,S
561211,Rural Mail Contractor,农村承包邮件,S
561212,Postal Delivery Officer,邮政配送员,P
561212,Postie,POSTIE,A
561311,Filing or Registry Clerk,备案或登记员,P
561311,Records Clerk,记录员,A
561311,Medical Record Clerk,病历文员,S
561411,Mail Clerk,邮件办事员,P
561411,Mail Officer,邮件主任,A
561412,Postal Sorting Officer,邮政分拣员,P
561412,Parcel Post Officer,邮包官,S
561511,Survey Interviewer,访问员,P
561511,Interviewer,访问者,A
561511,Market Research Interviewer,市场调研采访,S
561611,Switchboard Operator,接线员,P
561611,Telephone Operator,电话接线生,A
561911,Classified Advertising Clerk,分类广告文员,P
561912,Meter Reader,抄表员,P
561913,Parking Inspector,停车检查,P
561999,Clerical and Office Support Workers nec,文书及办公室支援工人NEC,P
561999,Cash Processor (Aus),现金处理器（AUS）,N
561999,Media Monitor (Aus),媒体监控（AUS）,N
591112,Production Clerk,生产文员,P
591112,Production Recorder,生产记录仪,A
591112,Schedule Clerk,附表文员,A
591112,Delivery Clerk,快递业务员,S
591112,Logistics Clerk,物流文员,S
591113,Purchasing Officer,采购主任,P
591113,Procurement Officer,采购官,A
591115,Stock Clerk,股票书记,P
591115,Stock Control Clerk,库存控制员,A
591115,Stores Clerk,仓库保管员,A
591115,Inventory Clerk,库存书记,S
591115,Supply Clerk,供应文员,S
591116,Warehouse Administrator,仓库管理员,P
591117,Order Clerk,为了文员,P
591117,Customer Orders Clerk,客户订单文员,A
591117,Sales Order Clerk,销售订单文员,A
591117,Internal Salesperson (Aus),内部销售人员（AUS）,S
591117,Mail Order Clerk,邮购文员,S
591211,Despatching and Receiving Clerk,寄发和接收书记,P
591211,Despatch Clerk,寄发文员,A
591211,Freight Clerk,货运员,A
591211,Aircraft Load Controller,飞机负载控制器,S
591211,Shipping and Receiving Clerk,发货和收货员,S
