rccn,rc,statecn,state,rcid,topicid
中西部大都会区域中心,"Midwest Metropolitan Regional Center, Inc",伊利诺斯,Illinois,ID1336051451,14639
中西部大都会区域中心,"Midwest Metropolitan Regional Center, Inc",印第安纳,Indiana,ID1336051451,14640
中西部区域中心,"Midwest Regional Center, Inc.",肯塔基,Kentucky,ID1234250846,14641
中西部美国投资公司,"Midwestern Investments For America, LLC",俄亥俄,Ohio,ID1400951638,14642
Mirzam投资者绿卡区域中心,Mirzam Investor Green Card Regional Center,佛罗里达,Florida,ID1031910186,14643
密西西比开发中心,"Mississippi Development Center, LLC",密西西比,Mississippi,ID1031910177,14644
山国中心外商投资,Mountain States Center for Foreign Investment (MSC),犹他州,Utah,ID1031910191,14645
MW国际公司,MW International LLC,加利福尼亚,California,ID1403751675,14646
My Florida Regional Center LLC DBA My EB5 Green Card Regional Center,My Florida Regional Center LLC DBA My EB5 Green Card Regional Center,佛罗里达,Florida,ID1206950609,14647
NatureAll EB5区域中心,"NatureAll Co., Inc. EB-5 Regional Center",新泽西,New Jersey,ID1402251659,14648
内华达州发展基金有限责任公司,Nevada Development Fund LLC,内华达,Nevada,ID1236250926,14649
内华达州投资区域中心,"Nevada Investment Regional Center, LLC",内华达,Nevada,ID1407651709,14650
内华达州区域中心,Nevada Regional Center,内华达,Nevada,ID1034250071,14651
内华达州区域中心企业,Nevada Regional Center Enterprises,内华达,Nevada,ID1404551685,14652
内华达州区域经济发展中心（NREDC）,Nevada Regional Economic Development Center (NREDC),内华达,Nevada,ID1031910128,14653
内华达州EB-5区域中心,"Nevada State EB-5 Regional Center, Inc.",内华达,Nevada,ID1033650016,14654
新帝国EB-5区域中心,"New Empire EB-5 Regional Center, LLC",纽约,New York,ID1431451970,14655
新帝国EB-5区域中心,"New Empire EB-5 Regional Center, LLC",宾夕法尼亚,Pennsylvania,ID1431451970,14656
新帝国EB-5区域中心,"New Empire EB-5 Regional Center, LLC",康涅狄格,Connecticut,ID1431451970,14657
新帝国EB-8区域中心,"New Empire EB-5 Regional Center, LLC",新泽西,New Jersey,ID1431451970,14658
新能源新秀区域中心,New Energy Horizons Regional Center,加利福尼亚,California,ID1031910060,14659
新英格兰商业发展中心,"New England Center for Business Development, LLC",缅因,Maine,ID1317051166,14660
新英格兰家园区域中心有限责任公司（原新英格兰联邦区域中心）,New England Family Regional Center LLC (former name New England Federal Regional Center),康涅狄格,Connecticut,ID1205450600,14661
新英格兰地区经济发展中心有限公司,New England Regional Center for Economic Development Inc.,马萨诸塞州,Massachusetts,ID1208150616,14662
新英格兰地区经济发展中心有限公司,New England Regional Center for Economic Development Inc.,罗德岛州,Rhode Island,ID1208150616,14663
全球新财富有限公司,New Fortune Global LLC,伊利诺斯,Illinois,ID1114350207,14664
新罕布什尔州EB-5地区中心,New Hampshire EB-5 Regional Center,新罕布什尔,New Hampshire,ID1031910083,14665
新泽西州中心外商投资有限责任公司,"New Jersey Center for Foreign Investment, LLC",宾夕法尼亚,Pennsylvania,ID1306651101,14666
新泽西州中心外商投资有限责任公司,"New Jersey Center for Foreign Investment, LLC",新泽西,New Jersey,ID1306651101,14667
新泽西州中心外商投资有限责任公司,"New Jersey Center for Foreign Investment, LLC",纽约,New York,ID1306651101,14668
新泽西州EB-5区域中心,New Jersey EB-5 Regional Center,新泽西,New Jersey,ID1205450599,14669
新泽西州EB-5区域中心,New Jersey EB-5 Regional Center,宾夕法尼亚,Pennsylvania,ID1205450599,14670
新奥尔良和墨西哥湾沿岸区域中心,"New Orleans & Gulf Coast Regional Center, LLC",路易斯安那,Louisiana,ID1216350684,14671
新奥尔良和墨西哥湾沿岸区域中心,"New Orleans & Gulf Coast Regional Center, LLC",密西西比,Mississippi,ID1216350684,14672
新奥尔良和墨西哥湾沿岸区域中心,"New Orleans & Gulf Coast Regional Center, LLC",佛罗里达,Florida,ID1216350684,14673
新奥尔良和墨西哥湾沿岸区域中心,"New Orleans & Gulf Coast Regional Center, LLC",阿拉巴马,Alabama,ID1216350684,14674
New Orleans' Mayor's Office RC,New Orleans' Mayor's Office RC,路易斯安那,Louisiana,ID1031910151,14675
新世界区域中心,New World Regional Center,加利福尼亚,California,ID1031910086,14676
新世界区域中心公司,"New World Regional Center, Inc.",加利福尼亚,California,ID1327351223,14677
纽约市房地产区域中心,"New York City Real Estate Regional Center, LLC",纽约,New York,ID1120950252,14678
纽约市房地产区域中心,"New York City Real Estate Regional Center, LLC",新泽西,New Jersey,ID1120950252,14679
纽约城市区域中心,"New York City Regional Center, LLC",纽约,New York,ID1031910093,14680
纽约康涅狄格州区域中心,"New York Connecticut Regional Center, LLC",康涅狄格,Connecticut,ID1322551193,14681
纽约梦区域中心（原美国三州区域中心）,New York Dream Regional Center LLC (former name Tri-State USA Regional Center),纽约,New York,ID1211750650,14682
纽约康涅狄格州区域中心,"New York Connecticut Regional Center, LLC",纽约,New York,ID1322551193,14683
纽约EB-5区域中心,"New York EB-5 Regional Center, LLC",宾夕法尼亚,Pennsylvania,ID1402251657,14684
纽约EB-5区域中心,"New York EB-5 Regional Center, LLC",纽约,New York,ID1402251657,14685
纽约EB-5区域中心,"New York EB-5 Regional Center, LLC",新泽西,New Jersey,ID1402251657,14686
纽约EB-5区域中心,"New York EB-5 Regional Center, LLC",纽约,New York,ID1328851232,14687
纽约金水区域中心,"New York Goldwater Regional Center, LLC",纽约,New York,ID1313751140,14688
纽约绿色饭店区域中心,New York Green Hotel Regional Center LLC,新泽西,New Jersey,ID1408551715,14689
纽约绿色饭店区域中心,New York Green Hotel Regional Center LLC,纽约,New York,ID1408551715,14690
纽约绿色饭店区域中心,New York Green Hotel Regional Center LLC,康涅狄格,Connecticut,ID1408551715,14691
纽约移民基金有限责任公司,"New York Immigration Fund, LLC",纽约,New York,ID1031910184,14692
纽约大都会区域中心,New York Metropolitan Regional Center,纽约,New York,ID1227250772,14693
纽约大都会区域中心,New York Metropolitan Regional Center,新泽西,New Jersey,ID1227250772,14694
纽约大都会区域中心,New York Metropolitan Regional Center,宾夕法尼亚,Pennsylvania,ID1227250772,14695
纽约先锋区域中心,New York Pioneer Regional Center,纽约,New York,ID1323851200,14696
纽约宝腾区域中心,"New York Proton Regional Center, LLC",纽约,New York,ID1031910024,14697
纽约文艺复兴区域中心,"New York Renaissance Regional Center, LLC",康涅狄格,Connecticut,ID1435352163,14698
纽约文艺复兴区域中心,"New York Renaissance Regional Center, LLC",新泽西,New Jersey,ID1435352163,14699
纽约文艺复兴区域中心,"New York Renaissance Regional Center, LLC",纽约,New York,ID1435352163,14700
纽约三州区域中心,"New York Tri-State Regional Center, LLC",纽约,New York,ID1221250719,14701
纽约三州区域中心,"New York Tri-State Regional Center, LLC",宾夕法尼亚,Pennsylvania,ID1221250719,14702
纽约三州区域中心,"New York Tri-State Regional Center, LLC",新泽西,New Jersey,ID1221250719,14703
北美风电有限责任公司,North America Wind Power LLC,加利福尼亚,California,ID1228450781,14704
北美外商投资中心,"North American Center for Foreign Investments, LLC",加利福尼亚,California,ID1330351255,14705
北美区域中心,North American Regional Center,新泽西,New Jersey,ID1309151117,14706
北美区域中心,North American Regional Center,宾夕法尼亚,Pennsylvania,ID1309151117,14707
北美区域中心,North American Regional Center,纽约,New York,ID1309151117,14708
北大西洋区域中心,"North Atlantic Regional Center, LLC",纽约,New York,ID1420251819,14709
北大西洋区域中心,"North Atlantic Regional Center, LLC",宾夕法尼亚,Pennsylvania,ID1420251819,14710
北大西洋区域中心,"North Atlantic Regional Center, LLC",新泽西,New Jersey,ID1420251819,14711
北卡罗莱纳州 - 东海岸区域中心,North Carolina - East Coast RC,北卡罗来纳,North Carolina,ID1224050741,14712
北卡罗莱纳州 - 东海岸区域中心,North Carolina - East Coast RC,南卡罗来纳,South Carolina,ID1224050741,14713
North-country EB-5区域中心,"North Country EB-5 Regional Center, LLC",纽约,New York,ID1031910051,14714
北达科他/明尼苏达EB-5区域中心,North Dakota/Minnesota EB-5 Regional Center,北达科他,North Dakota,ID1031910017,14715
北达科他/明尼苏达EB-6区域中心,North Dakota/Minnesota EB-5 Regional Center,明尼苏达,Minnesota,ID1031910017,14716
北德克萨斯州EB-5区域中心,North Texas EB-5 Regional Center LLC,德克萨斯,Texas,ID1031910203,14717
北谷地区域中心,North Valley Regional Center,加利福尼亚,California,ID1228350780,14718
东北纪念碑区域中心,Northeast Monument Regional Center LLC,罗德岛州,Rhode Island,ID1413651758,14719
东北纪念碑区域中心,Northeast Monument Regional Center LLC,马萨诸塞州,Massachusetts,ID1413651758,14720
东北纪念碑区域中心,Northeast Monument Regional Center LLC,新罕布什尔,New Hampshire,ID1413651758,14721
俄亥俄州东北部区域中心,Northeast Ohio Regional Center,俄亥俄,Ohio,ID1031910111,14722
东北区域中心公司,"Northeast Regional Center, Inc.",康涅狄格,Connecticut,ID1328051229,14723
东北区域中心公司,"Northeast Regional Center, Inc.",罗德岛州,Rhode Island,ID1328051229,14724
东北区域中心公司,"Northeast Regional Center, Inc.",宾夕法尼亚,Pennsylvania,ID1328051229,14725
东北区域中心公司,"Northeast Regional Center, Inc.",新罕布什尔,New Hampshire,ID1328051229,14726
东北区域中心公司,"Northeast Regional Center, Inc.",维吉尼亚,Virginia,ID1328051229,14727
东北区域中心公司,"Northeast Regional Center, Inc.",新泽西,New Jersey,ID1328051229,14728
东北区域中心公司,"Northeast Regional Center, Inc.",纽约,New York,ID1328051229,14729
东北区域中心公司,"Northeast Regional Center, Inc.",特拉华,Delaware,ID1328051229,14730
东北区域中心公司,"Northeast Regional Center, Inc.",哥伦比亚特区,District of Columbia,ID1328051229,14731
东北区域中心公司,"Northeast Regional Center, Inc.",马里兰,Maryland,ID1328051229,14732
东北区域中心公司,"Northeast Regional Center, Inc.",马萨诸塞州,Massachusetts,ID1328051229,14733
北加州区域中心,"Northern California Regional Center, LLC",内华达,Nevada,ID1031910176,14734
北加州区域中心,"Northern California Regional Center, LLC",加利福尼亚,California,ID1031910176,14735
北伊利诺斯州区域中心,Northern Illinois Regional Center,伊利诺斯,Illinois,ID1031910004,14736
密西西比州北部区域中心,"Northern Mississippi Regional Center, LLC",田纳西,Tennessee,ID1226150762,14737
密西西比州北部区域中心,"Northern Mississippi Regional Center, LLC",密西西比,Mississippi,ID1226150762,14738
密西西比州北部区域中心,"Northern Mississippi Regional Center, LLC",堪萨斯,ArKansas,ID1226150762,14739
北落基山区域中心有限责任公司,Northern Rockies Regional Center,蒙大拿,Montana,ID1033650027,14740
NuNebraska区域中心,"NuNebraska Regional Center, LLC",内布拉斯加,Nebraska,ID1034750126,14741
NY EB-5 Express LLC,NY EB-5 Express LLC,纽约,New York,ID1403651674,14742
NY EB-5 Express LLC,NY EB-5 Express LLC,新泽西,New Jersey,ID1403651674,14743
NY EB-5 Express LLC,NY EB-5 Express LLC,宾夕法尼亚,Pennsylvania,ID1403651674,14744
NYC五月花区域中心,"NYC Mayflower Regional Center, INC",纽约,New York,ID1208850623,14745
纽约大都会投资移民区域中心,"NYC Metro Regional Center, LLC",纽约,New York,ID1034750121,14746
纽约城市区域中心,"NYC Regional Center, Inc",纽约,New York,ID1422351847,14747
美国纽约区域中心股份有限公司,NYUS Regional Center,纽约,New York,ID1202750581,14748
太平洋区域中心,"Ocean Pacific Regional Center, LLC",俄勒冈,Oregon,ID1336451536,14749
俄亥俄州发​​展区域中心,Ohio Development Regional Center,俄亥俄,Ohio,ID1105950168,14750
俄亥俄州国际投资中心,Ohio International Investment Center,俄亥俄,Ohio,ID1421251834,14751
俄亥俄湖滨区域投资中心,Ohio Lakeside Regional Investment Center,俄亥俄,Ohio,ID1413251753,14752
俄亥俄区域中心,"Ohio Regional Center, LLC",俄亥俄,Ohio,ID1221450722,14753
海外投资股份有限公司,OIS-NCA LLC,加利福尼亚,California,ID1220750714,14754
俄克拉何马区域中心,"Oklahoma Regional Center, LLC",俄克拉荷马,Oklahoma,ID1118650240,14755
俄克拉何马州区域中心,"Oklahoma State Regional Center, LLC",俄克拉荷马,Oklahoma,ID1206050604,14756
欧米茄佛罗里达区域中心,Omega Florida Regional Center,佛罗里达,Florida,ID1209050632,14757
欧米茄波多黎各区域中心,"Omega Puerto Rico Regional Center, LLC",波多黎各,Puerto Rico,ID1210850641,14758
ON区域中心,"ON Regional Center, LLC",加利福尼亚,California,ID1421351837,14759
舰亚利桑那州区域中心,"Optima Arizona Regional Center, LLC",亚利桑那,Arizona,ID1219950708,14760
东方海豚EB-5区域中心,Oriental Dolphin EB-5 Regional Center,马里兰,Maryland,ID1034850134,14761
奥兰多EB-5投资区域中心,Orlando EB-5 Investments Regional Center,佛罗里达,Florida,ID1031910001,14762
奥兰多区域中心有限责任公司,"Orlando Regional Center, LLC",佛罗里达,Florida,ID1403751676,14763
奥索卡山脉区域中心,Ozark Mountains Regional Center,密苏里,Missouri,ID1221450723,14764
太平洋赌场及娱乐集团区域中心,Pacific Casino & Entertainment Group Regional Center,内华达,Nevada,ID1302551074,14765
太平洋海岸区域中心,Pacific Coast Regional Center,加利福尼亚,California,ID1114750219,14766
太平洋王朝区域中心,Pacific Dynasty Regional Center,加利福尼亚,California,ID1034250060,14767
太平洋投资和移民区域中心,Pacific Investment & Immigration Regional Center,加利福尼亚,California,ID1430451949,14768
太平洋西北地区EB-5区域中心,Pacific Northwest EB-5 Regional Center,华盛顿,Washington,ID1034750117,14769
太平洋西北地区EB-5区域中心,Pacific Northwest EB-5 Regional Center,俄勒冈,Oregon,ID1034750117,14770
太平洋西北地区EB-5区域中心,Pacific Northwest EB-5 Regional Center,蒙大拿,Montana,ID1034750117,14771
太平洋西北地区EB-5区域中心,Pacific Northwest EB-5 Regional Center,爱达荷,Idaho,ID1034750117,14772
西北太平洋投资区域中心,"Pacific Northwest Investment RC, LLC",华盛顿,Washington,ID1313351135,14773
西北太平洋区域中心,Pacific Northwest Regional Center,华盛顿,Washington,ID1031910075,14774
太平洋医疗区域中心,"Pacific Proton Therapy Regional Center, LLC",加利福尼亚,California,ID1034350098,14775
Pacific Viniculture,Pacific Viniculture,华盛顿,Washington,ID1407151704,14776
Palm Beach Raceway LLC,Palm Beach Raceway LLC,佛罗里达,Florida,ID1208650619,14777
棕榈滩区域中心,Palm Beach RC,佛罗里达,Florida,ID1031910136,14778
盘古区域中心,"Pangaea Regional Center, LLC",田纳西,Tennessee,ID1310051120,14779
盘古区域中心,"Pangaea Regional Center, LLC",肯塔基,Kentucky,ID1310051120,14780
泛太平洋区域中心,Pan-Pacific Regional Center,加利福尼亚,California,ID1418251795,14781
派拉蒙区域中心,"Paramount Regional Center, LLC",加利福尼亚,California,ID1432551995,14782
美国之路金郡区域中心,"Path America KingCo, LLC",华盛顿,Washington,ID1031910033,14783
美国之路金郡区域中心,"Path America Sonoco, LLC",华盛顿,Washington,ID1031910032,14784
Pathway Capital Partners LLC,Pathway Capital Partners LLC,罗德岛州,Rhode Island,ID1220050710,14785
宾夕法尼亚社区与经济发展区域中心,Pennsylvania Department of Community and Economic Development Regional Center,宾夕法尼亚,Pennsylvania,ID1031910137,14786
PetroSam，LLC,"PetroSam, LLC",德克萨斯,Texas,ID1410451732,14787
费城工业发展公司（PIDC）区域中心,Philadelphia Industrial Development Corporation (PIDC) Regional Center,宾夕法尼亚,Pennsylvania,ID1031910154,14788
皮埃蒙特区域中心,"Piedmont Regional Center, Inc.",南卡罗来纳,South Carolina,ID1400251561,14789
皮埃蒙特区域中心,"Piedmont Regional Center, Inc.",北卡罗来纳,North Carolina,ID1400251561,14790
皮埃蒙特区域中心,"Piedmont Regional Center, Inc.",乔治亚,Georgia,ID1400251561,14791
皮埃蒙特区域中心,"Piedmont Regional Center, Inc.",田纳西,Tennessee,ID1400251561,14792
松州区域中心,"Pine State Regional Center, LLC",密苏里,Missouri,ID1330951265,14793
松州区域中心,"Pine State Regional Center, LLC",田纳西,Tennessee,ID1330951265,14794
松州区域中心,"Pine State Regional Center, LLC",堪萨斯,ArKansas,ID1330951265,14795
匹兹堡区域投资中心,Pittsburg Regional Investement Center LLC,宾夕法尼亚,Pennsylvania,ID1034250077,14796
波特兰区域中心,Portland Regional Center,俄勒冈,Oregon,ID1031910047,14797
Powerdyne区域中心,"Powerdyne Regional Center, LLC",加利福尼亚,California,ID1215250671,14798
Premier区域中心,"Premier Regional Center, LLC",德克萨斯,Texas,ID1410151730,14799
Prime区域中心,"Prime Regional Center, LLC",纽约,New York,ID1234650851,14800
熟练区域中心,Proficiency Regional Center LLC,加利福尼亚,California,ID1509751749,14801
繁荣区域中心（原美国繁荣的区域中心）,Prosperity Regional Center (former name U.S. Prosperity Regional Center),佛罗里达,Florida,ID1125250304,14802
波多黎各公积金区域中心,"Puerto Rico Provident Regional Center, LLC",波多黎各,Puerto Rico,ID1324951209,14803
普吉特海湾区域中心,"Puget Sound RC, LLC",华盛顿,Washington,ID1219250703,14804
Rainier Valley RC LLC,Rainier Valley RC LLC,华盛顿,Washington,ID1429351930,14805
皇后堡纽约区域中心,"Queens Fort New York Regional Center, LLC",宾夕法尼亚,Pennsylvania,ID1429551937,14806
皇后堡纽约区域中心,"Queens Fort New York Regional Center, LLC",纽约,New York,ID1429551937,14807
皇后堡纽约区域中心,"Queens Fort New York Regional Center, LLC",新泽西,New Jersey,ID1429551937,14808
QueensFort资本加州区域中心,"QueensFort Capital California Regional Center, LLC",加利福尼亚,California,ID1501452491,14809
Queensfort资本佛罗里达区域中心,Queensfort Capital Florida Regional Center,佛罗里达,Florida,ID1224950750,14810
Queensfort资本马萨诸塞州区域中心,"Queensfort Capital Massachusetts Regional Center, LLC",马萨诸塞州,Massachusetts,ID1430751952,14811
瑞肯区域中心-美国投资移民中心,"Rancon Regional Center, LLC",加利福尼亚,California,ID1228950786,14812
RCI亚利桑那州区域中心,"RCI Arizona Regional Center, LLC",亚利桑那,Arizona,ID1334651335,14813
房地产移民基金有限责任公司,"Real Estate Immigration Fund, LLC",纽约,New York,ID1122250269,14814
摄政区域中心,"Regency Regional Center, LLC",加利福尼亚,California,ID1324251205,14815
区域中心企业I,"Regional Center Enterprises I, LLC",加利福尼亚,California,ID1332951299,14816
美国基金区域中心,Regional Center Fund of America LLC,哥伦比亚特区,District of Columbia,ID1410751737,14817
美国基金区域中心,Regional Center Fund of America LLC,维吉尼亚,Virginia,ID1410751737,14818
美国基金区域中心,Regional Center Fund of America LLC,马里兰,Maryland,ID1410751737,14819
洛杉矶管理区域中心,Regional Center Management Los Angeles,加利福尼亚,California,ID1031910131,14820
太平洋区域中心,Regional Center of the Pacific,加利福尼亚,California,ID1415651775,14821
南佛罗里达州区域中心,"Regional Center of South Florida, LLC",佛罗里达,Florida,ID1031910166,14822
"Regional Center Properties, LLC","Regional Center Properties, LLC",加利福尼亚,California,ID1031910143,14823
区域经济发展投资集团,Regional Economic Development & Investment Group,加利福尼亚,California,ID1213250653,14824
"Related New York City Metro Regional Center, LLC","Related New York City Metro Regional Center, LLC",新泽西,New Jersey,ID1316851164,14825
"Related New York City Metro Regional Center, LLC","Related New York City Metro Regional Center, LLC",宾夕法尼亚,Pennsylvania,ID1316851164,14826
"Related New York City Metro Regional Center, LLC","Related New York City Metro Regional Center, LLC",纽约,New York,ID1316851164,14827
Reliant Regional Center,Reliant Regional Center,明尼苏达,Minnesota,ID1514652723,14828
可再生能源德克萨斯州区域中心,Renewable Texas Energy Regional Center,德克萨斯,Texas,ID1310651125,14829
居住在美国波多黎各,"Reside in America Puerto Rico, LLC",波多黎各,Puerto Rico,ID1304651087,14830
资源区域中心-密歇根州,"Resource Regional Center Michigan, LLC",密歇根,Michigan,ID1222650730,14831
RGV EB-5 区域中心,RGV EB-5 Regional Center,德克萨斯,Texas,ID1034250076,14832
RI EB-5 区域中心,"RI EB-5 Regional Center, Inc.",罗德岛州,Rhode Island,ID1318451171,14833
里奥格兰德投资区域中心,"Rio Grande Regional Investment Center, LLC",新墨西哥,New Mexico,ID1333351307,14834
Robstown Improvement Development Corporation EB-6 Regional Center,Robstown Improvement Development Corporation EB-5 Regional Center,德克萨斯,Texas,ID1033650023,14835
石山区域中心,Rock Hill Regional Center LLC,纽约,New York,ID1209650638,14836
Rocky Mountain High Regional Center,Rocky Mountain High Regional Center,科罗拉多,Colorado,ID1031910095,14837
罗斯蒂投资区域中心,Rosti Capital Regional Center,加利福尼亚,California,ID1033650022,14838
罗塔EB5区域中心,Rota EB5 Regional Center,北马里亚纳群岛自由联邦,Commonwealth of Northern Marianas Islands,ID1323551199,14839
Royal White Cement EB-5区域中心有限责任公司,Royal White Cement EB-5 Regional Center LLC,德克萨斯,Texas,ID1513152687,14840
RZ国际弗吉尼亚州区域中心,RZ International Virginia Regional Center,维吉尼亚,Virginia,ID1417651788,14841
塞班投资区域中心,"Saipan Regional Investment Center, LLC",北马里亚纳群岛自由联邦,Commonwealth of Northern Marianas Islands,ID1418451797,14842
圣地亚哥区域中心,"San Diego Regional Center, LLC",加利福尼亚,California,ID1224350747,14843
圣地亚哥投资区域中心,"San Diego Regional Investment Center, LLC",加利福尼亚,California,ID1235650914,14844
旧金山的EB-5区域中心,"San Francisco EB-5 Regional Center, LLC",加利福尼亚,California,ID1108750186,14845
旧金山区域中心,San Francisco Regional Center,加利福尼亚,California,ID1034850135,14846
圣盖博谷区域中心,San Gabriel Valley Regional Center,加利福尼亚,California,ID1034350081,14847
萨凡纳世界贸易投资中心,"Savannah World Trade Center for Investment, LLC",乔治亚,Georgia,ID1429451935,14848
西雅图地区区域中心,"Seattle Area Regional Center, LLC",华盛顿,Washington,ID1306351100,14849
西雅图家园区域中心,Seattle Family Regional Center,华盛顿,Washington,ID1031910035,14850
西雅图地铁区域中心,Seattle Metro Regional Center LLC,华盛顿,Washington,ID1128050331,14851
西雅图太平洋地区区域中心,"Seattle Pacific Area Regional Center, LLC",华盛顿,Washington,ID1434252042,14852
西雅图区域中心,Seattle Regional Center,华盛顿,Washington,ID1031910059,14853
Green Card Solutions Regional Center (former name Shrimp House US LLC),Green Card Solutions Regional Center (former name Shrimp House US LLC),佛罗里达,Florida,ID1423851860,14854
塞拉利昂航空中心开发有限责任公司,"Sierra Air Center Development, LLC",加利福尼亚,California,ID1205250592,14855
硅谷加利福尼亚州区域中心,Silicon Valley California Regional Center,加利福尼亚,California,ID1031910022,14856
银州区域中心,Silver State Regional Center LLC,内华达,Nevada,ID1318951175,14857
兆华斯坦地产区域中心,Silverstein Properties Regional Center LLC,纽约,New York,ID1314351143,14858
兆华斯坦地产区域中心,Silverstein Properties Regional Center LLC,宾夕法尼亚,Pennsylvania,ID1314351143,14859
兆华斯坦地产区域中心,Silverstein Properties Regional Center LLC,康涅狄格,Connecticut,ID1314351143,14860
兆华斯坦地产区域中心,Silverstein Properties Regional Center LLC,新泽西,New Jersey,ID1314351143,14861
Sino Indus BK Capital LLC,Sino Indus BK Capital LLC,宾夕法尼亚,Pennsylvania,ID1504052588,14862
Sino Indus BK Capital LLC,Sino Indus BK Capital LLC,新泽西,New Jersey,ID1504052588,14863
SOBEEB5区域中心,"SOBE EB5 Regional Center, LLC",佛罗里达,Florida,ID1210050640,14864
Socal 投资区域中心,Socal Investment Regional Center,加利福尼亚,California,ID1506552616,14865
"SoCal Regional Center, LLC","SoCal Regional Center, LLC",加利福尼亚,California,ID1331251276,14866
南大西洋海岸区域中心,South Atlantic Coast Regional Center LLC,乔治亚,Georgia,ID1436352266,14867
南大西洋海岸区域中心,South Atlantic Coast Regional Center LLC,北卡罗来纳,North Carolina,ID1436352266,14868
南大西洋海岸区域中心,South Atlantic Coast Regional Center LLC,佛罗里达,Florida,ID1436352266,14869
南大西洋海岸区域中心,South Atlantic Coast Regional Center LLC,南卡罗来纳,South Carolina,ID1436352266,14870
南大西洋区域中心（SARC）,South Atlantic Regional Center (SARC),佛罗里达,Florida,ID1031910182,14871
南达科他州国际商业协会（SDIBI）,South Dakota International Business Institute (SDIBI),南达科他,South Dakota,ID1031910140,14872
South East Los Angeles RC (SELARC)California,South East Los Angeles RC (SELARC)California,加利福尼亚,California,ID1031910145,14873
南佛罗里达州投资区域中心（SFIRC）,South Florida Investment Regional Center (SFIRC),佛罗里达,Florida,ID1031910118,14874
南太平洋区域中心,"South Pacific Regional Center, LLC",夏威夷,Hawaii,ID1424851877,14875
南得克萨斯EB-5区域中心,"South Texas EB-5 Regional Center, LLC",德克萨斯,Texas,ID1335051351,14876
佛罗里达东南部EB-5区域中心,"Southeast Florida EB-5 Regional Center, LLC",佛罗里达,Florida,ID1305251090,14877
东南外商投资中心,Southeast Foreign Investment Center LLC,乔治亚,Georgia,ID1034350103,14878
东南区域中心,Southeast Regional Center LLC,乔治亚,Georgia,ID1031910195,14879
东南区域中心,Southeast Regional Center LLC,阿拉巴马,Alabama,ID1031910195,14880
东南高等教育区域中心,Southeastern Higher Education Regional Center,南卡罗来纳,South Carolina,ID1031910087,14881
佛罗里达州西南部区域中心,"Southwest Florida Regional Center, LLC",佛罗里达,Florida,ID1436352267,14882
南加州的EB-5区域中心,"Southern California EB-5 Regional Center, LLC",加利福尼亚,California,ID1424751876,14883
南加州卫生和酒店区域中心,"Southern California Health and Hospitality Regional Center, LLC",加利福尼亚,California,ID1236350951,14884
南加州投资中心有限责任公司,"Southern California Investment Center, LLC",加利福尼亚,California,ID1034350102,14885
南加州商业区域中心（原美国商业区域中心）,Southern California Commercial Regional Center LLC (former name US Commercial Regional Center),加利福尼亚,California,ID1031910201,14887
南方影业区域中心亚特兰大有限责任公司,"Southern Film Regional Center Atlanta, LLC",乔治亚,Georgia,ID1220850716,14888
南方影业区域中心,"Southern Film Regional Center, LLC",乔治亚,Georgia,ID1031910053,14889
Southern Opportunity Regional Center LLC,Southern Opportunity Regional Center LLC,德克萨斯,Texas,ID1419651808,14890
Southern Opportunity Regional Center LLC,Southern Opportunity Regional Center LLC,路易斯安那,Louisiana,ID1419651808,14891
"Southern Star Regional Investment Center, LLC","Southern Star Regional Investment Center, LLC",俄克拉荷马,Oklahoma,ID1033650013,14892
南方国家区域中心,Southern States Regional Center,乔治亚,Georgia,ID1216450686,14893
西南堪萨斯州区域中心,Southwest Kansas Regional Center,堪萨斯,Kansas,ID1221250717,14894
SPG区域中心,"SPG Regional Center, LLC",加利福尼亚,California,ID1402751662,14895
德州之星区域中心,Star of Texas Regional Center,德克萨斯,Texas,ID1031910197,14896
密歇根州EB-5区域中心,"State of Michigan EB-5 Regional Center, LLC",密歇根,Michigan,ID1401451652,14897
"Success Dragon, LLC","Success Dragon, LLC",加利福尼亚,California,ID1225550761,14898
峰会区域中心,Summit Regional Center,加利福尼亚,California,ID1432151982,14899
阳光走廊区域中心,"Sun Corridor Regional Center, LLC",亚利桑那,Arizona,ID1410151729,14900
Sunbelt EB-5区域中心,"Sunbelt EB-5 Regional Center, LLC",阿拉巴马,Alabama,ID1031910052,14901
Sunpin马萨诸塞州区域中心,"Sunpin Massachusetts Regional Center, LLC",马萨诸塞州,Massachusetts,ID1422351846,14902
阳光之州EB-5区域中心,Sunshine State EB5 Regional Center,佛罗里达,Florida,ID1300751052,14903
阳光之州区域中心,"Sunshine State Regional Center, Inc.",佛罗里达,Florida,ID1324951207,14904
协力集团,"Synergy California Green Hospitality Regional Center, LLC",加利福尼亚,California,ID1031910205,14905
塔科马EB5区域中心,Tacoma EB 5 Regional Center,华盛顿,Washington,ID1114550209,14906
TBC华盛顿地区区域中心,"TBC Washington DC Area Regional Center, LLC",马里兰,Maryland,ID1310651123,14907
TBC华盛顿地区区域中心,"TBC Washington DC Area Regional Center, LLC",西维吉尼亚,West Virginia,ID1310651123,14908
TBC华盛顿地区区域中心,"TBC Washington DC Area Regional Center, LLC",维吉尼亚,Virginia,ID1310651123,14909
TBC华盛顿地区区域中心,"TBC Washington DC Area Regional Center, LLC",哥伦比亚特区,District of Columbia,ID1310651123,14910
